"","song.id","bird.id","location","dialect","region","year","distance","duration","bg.OBCZ2000","bg.OBCZ2500","bg.OBCZ3150","bg.OBCZ4000","bg.OBCZ5000","bg.OBCZ6300","bg.OBCZ8000","ambient.LAeq","SENEL.total","SENEL.song","SEL.LZeq","song.bands.OBCZ2000","song.bands.OBCZ2500","song.bands.OBCZ3150","song.bands.OBCZ4000","song.bands.OBCZ5000","song.bands.OBCZ6300","song.bands.OBCZ8000","song.bands.OBCZ2000.SNR","song.bands.OBCZ2500.SNR","song.bands.OBCZ3150.SNR","song.bands.OBCZ4000.SNR","song.bands.OBCZ5000.SNR","song.bands.OBCZ6300.SNR","song.bands.OBCZ8000.SNR"
"SF__LM__.035_05721","SF__LM__.035_05721","LM10_20","LAME","Merced","Urban","Y2020",9,2.54,22.543,21.852,22.069,27.606,23.297,15.545,10.687,43.949,55.345,54.446,73.531,18.2,45.536,60.029,66.546,65.049,47.18,27.228,-8.392,19.636,33.912,34.891,37.704,27.587,12.494
"SF__LM__.035_06805","SF__LM__.035_06805","LM10_20","LAME","Merced","Urban","Y2020",9,2.72,20.643,20.742,22.809,17.224,18.526,11.483,9.829,45.599,56.057,55.221,74.306,35.724,45.177,55.949,67.394,65.875,46.831,32.074,10.735,20.09,28.794,45.825,43.003,31.003,17.899
"SF__LM__.035_07923","SF__LM__.035_07923","LM10_20","LAME","Merced","Urban","Y2020",9,2.46,24.551,21.773,19.678,19.107,22.332,12.57,8.58,45.934,55.157,54.344,73.428,-42.115,43.262,54.748,66.538,66.036,45.752,32.368,-70.576,17.58,31.16,43.522,39.795,29.273,19.879
"SF__LM__.035_09031","SF__LM__.035_09031","LM10_20","LAME","Merced","Urban","Y2020",9,2.48,24.474,21.171,19.2,17.846,18.422,10.842,7.301,44.009,56.439,55.641,74.726,-42.115,45.052,57.166,67.551,67.47,46.899,30.24,-70.534,19.937,34.021,45.76,45.103,32.112,18.994
"SF__LM__.035_10113","SF__LM__.035_10113","LM10_20","LAME","Merced","Urban","Y2020",9,2.72,24.84,22.007,21.081,21.519,23.777,13.346,9.206,46.731,55.288,54.442,73.527,-42.115,43.053,54.47,66.557,65.252,46.38,30.942,-71.301,16.701,29.043,40.693,37.13,28.689,17.39
"SF__LM__.035_11236","SF__LM__.035_11236","LM10_20","LAME","Merced","Urban","Y2020",9,2.74,24.809,22.009,21.134,21.567,22.634,13.427,9.263,44.501,56.448,55.632,74.717,33.799,44.404,54.945,67.398,66.853,47.167,33.684,4.612,18.017,29.434,41.454,39.841,29.362,20.044
"SF__LM__.035_13494","SF__LM__.035_13494","LM10_20","LAME","Merced","Urban","Y2020",9,2.3,25.665,21.739,21.03,21.98,20.593,12.758,11.189,44.968,55.904,55.088,74.173,-42.115,44.513,55.852,67.638,67.001,45.459,-39.815,-71.398,19.157,31.204,42.04,42.791,29.083,-54.621
"SF__LM__.035_14903","SF__LM__.035_14903","LM10_20","LAME","Merced","Urban","Y2020",9,2.16,24.206,22.811,22.774,22.488,20.049,12.752,11.834,38.413,52.509,51.628,70.713,-42.115,36.853,52.064,64.952,63.23,39.098,28.054,-69.665,10.698,25.946,39.12,39.837,23.002,12.875
"SF__LM__.038_00540","SF__LM__.038_00540","LM11_20","LAME","Merced","Urban","Y2020",9,2.42,22.052,21.357,22.633,22.291,26.764,14.812,9.689,NA,62.185,61.408,80.493,30.855,49.164,65.025,72.889,73.628,50.897,41.331,4.965,23.969,38.554,46.76,43.026,32.246,27.804
"SF__LM__.039_00315","SF__LM__.039_00315","LM11_20","LAME","Merced","Urban","Y2020",9,2.52,22.132,19.982,18.833,23.286,21.645,14.239,10.606,NA,61.815,60.979,80.064,-42.115,50.22,65.396,73.177,71.897,50.623,38.543,-68.261,26.224,42.548,45.877,46.238,32.37,23.923
"SF__LM__.039_02296","SF__LM__.039_02296","LM11_20","LAME","Merced","Urban","Y2020",9,2.62,27.059,23.395,22.897,23.815,24.293,19.746,20.435,47.279,63.183,62.38,81.465,32.819,50.48,66.504,73.767,73.898,51.587,38.826,1.577,22.902,39.424,45.769,45.422,27.658,14.208
"SF__LM__.039_04307","SF__LM__.039_04307","LM11_20","LAME","Merced","Urban","Y2020",9,2.58,23.012,20.359,20.784,23.789,23.666,19.486,13.854,46.804,63.15,62.338,81.423,32.649,51.295,66.946,73.926,73.699,51.478,40.89,5.521,26.82,42.046,46.02,45.917,27.875,22.92
"SF__LM__.039_06203","SF__LM__.039_06203","LM11_20","LAME","Merced","Urban","Y2020",9,2.52,23.378,20.552,18.906,18.262,18.222,8.832,13.954,46.14,62.809,62.004,81.088,38.151,49.483,67.383,73.411,73.605,51.348,40.246,10.759,24.917,44.464,51.135,51.369,38.502,22.278
"SF__LM__.039_08020","SF__LM__.039_08020","LM11_20","LAME","Merced","Urban","Y2020",9,2.58,24.146,21.061,21.499,22.781,22.435,14.535,13.386,46.559,62.185,61.38,80.465,-42.115,47.893,65.737,72.9,72.872,50.808,39.388,-70.377,22.716,40.121,46.004,46.32,32.156,21.885
"SF__LM__.039_12494","SF__LM__.039_12494","LM11_20","LAME","Merced","Urban","Y2020",9,2.54,24.793,21.789,22.642,24.846,24.228,16.675,14.49,48.769,61.413,60.631,79.716,-42.115,49.538,65.121,71.614,72.707,49.583,36.644,-70.956,23.701,38.431,42.72,44.431,28.86,18.105
"SF__LM__.040_00070","SF__LM__.040_00070","LM11_20","LAME","Merced","Urban","Y2020",9,2.46,23.312,22.356,21.607,27.378,28.708,21.782,18.253,NA,61.672,60.876,79.96,-42.115,48.65,64.392,72.5,72.842,50.097,40.317,-69.336,22.385,38.876,41.213,40.224,24.406,18.154
"SF__LM__.040_01729","SF__LM__.040_01729","LM11_20","LAME","Merced","Urban","Y2020",9,2.56,24.518,22.516,23.437,26.421,28.07,18.858,17.56,42.645,61.44,60.666,79.751,32.994,47.776,62.368,71.945,72.809,48.341,33.913,4.394,21.178,34.848,41.442,40.656,25.4,12.271
"SF__LM__.040_03148","SF__LM__.040_03148","LM11_20","LAME","Merced","Urban","Y2020",9,2.56,23.491,21.979,21.076,24.376,24.137,15.056,14.012,42.647,61.385,60.614,79.699,-42.115,47.992,63.452,71.801,72.71,48.794,38.376,-69.689,21.931,38.294,43.343,44.491,29.656,20.282
"SF__LM__.040_04639","SF__LM__.040_04639","LM11_20","LAME","Merced","Urban","Y2020",9,2.62,23.076,21.756,20.588,23.704,25.12,17.547,16.908,41.682,62.039,61.303,80.388,-42.115,52.976,62.839,71.868,73.74,52.863,48.523,-69.374,27.037,38.068,43.981,44.438,31.133,27.432
"SF__LM__.042_00136","SF__LM__.042_00136","LM12_20","LAME","Merced","Urban","Y2020",7,1.98,33.194,28.999,28.263,28.11,29.881,19.576,15.369,NA,57.108,56.121,73.023,47.385,34.893,60.224,67.615,64.952,41.521,30.421,11.225,2.927,28.995,36.538,32.105,18.978,12.086
"SF__LM__.042_01060","SF__LM__.042_01060","LM12_20","LAME","Merced","Urban","Y2020",7,1.88,37.981,32.635,34.066,35.346,38.401,21.949,17.677,51.132,58.337,57.176,74.078,40.77,41.494,58.669,68.814,67.059,39.145,24.539,0.047,6.118,21.861,30.726,25.916,14.454,4.12
"SF__LM__.042_01760","SF__LM__.042_01760","LM12_20","LAME","Merced","Urban","Y2020",7,2.16,34.872,27.864,27.444,28.142,27.771,19.327,16.034,53.27,58.342,57.416,74.318,46.999,45.883,59.166,68.202,66.849,44.771,32.562,8.783,14.675,28.377,36.715,35.733,22.1,13.183
"SF__LM__.042_02648","SF__LM__.042_02648","LM12_20","LAME","Merced","Urban","Y2020",7,1.96,34.904,27.933,27.491,28.127,27.785,19.284,16.039,51.326,59.252,58.36,75.262,42.963,44.666,59.137,69.708,68.267,45.234,32.448,5.137,13.81,28.723,38.658,37.56,23.027,13.486
"SF__LM__.042_03592","SF__LM__.042_03592","LM12_20","LAME","Merced","Urban","Y2020",7,2.18,31.198,28.251,26.355,25.642,26.398,18.089,14.865,51.039,58.937,58.022,74.924,40.759,46.141,61.653,69.001,66.652,45.464,33.124,6.176,14.505,31.914,39.974,36.869,23.991,14.875
"SF__LM__.042_04460","SF__LM__.042_04460","LM12_20","LAME","Merced","Urban","Y2020",7,2.16,33.956,29.557,29.829,32.475,33.486,31.885,21.875,51.378,60.675,59.725,76.627,41.757,41.578,63.068,70.737,68.568,-42.998,-41.998,4.457,8.676,29.895,34.918,31.738,-78.227,-67.218
"SF__LM__.042_05614","SF__LM__.042_05614","LM12_20","LAME","Merced","Urban","Y2020",7,2.24,33.418,29.038,27.675,27.314,26.83,20.607,19.094,49.426,57.797,56.81,73.712,-44.298,40.974,61.607,67.723,64.786,40.877,-41.998,-81.219,8.434,30.43,36.907,34.453,16.768,-64.595
"SF__LM__.042_06239","SF__LM__.042_06239","LM12_20","LAME","Merced","Urban","Y2020",7,2.12,33.462,29.106,27.882,27.415,26.647,20.184,18.55,50.499,61.653,60.779,77.681,38.028,43.048,62.631,71.872,70.034,48.185,36.878,1.303,10.679,31.486,41.194,40.124,24.737,15.065
"SF__LM__.042_07244","SF__LM__.042_07244","LM12_20","LAME","Merced","Urban","Y2020",7,2.24,32.892,28.771,27.354,26.818,27.936,18.841,16.085,52.878,61.055,60.174,77.076,32.27,45.571,62.321,70.961,69.185,47.354,36.68,-4.124,13.297,31.465,40.64,37.747,25.01,17.093
"SF__LM__.042_08056","SF__LM__.042_08056","LM12_20","LAME","Merced","Urban","Y2020",7,2.18,32.113,28.064,27.055,26.076,26.783,18.455,16.048,53.047,60.501,59.605,76.507,35.272,44.576,62.362,70.688,68.342,45.638,33.935,-0.225,13.127,31.923,41.227,38.174,23.799,14.502
"SF__LM__.042_09010","SF__LM__.042_09010","LM12_20","LAME","Merced","Urban","Y2020",7,2.26,29.837,28.385,27.121,28.322,27.76,18.432,15.749,52.193,61.401,60.537,77.439,44.145,42.456,62.589,71.217,69.626,46.844,34.724,10.767,10.53,31.927,39.354,38.325,24.87,15.434
"SF__LM__.042_09950","SF__LM__.042_09950","LM12_20","LAME","Merced","Urban","Y2020",7,2.16,34.806,28.722,28.905,29.412,28.737,19.416,15.956,54.224,59.301,58.377,75.279,-44.298,43.017,59.767,69.55,67.377,42.139,30.879,-82.449,10.951,27.517,36.794,35.296,19.378,11.579
"SF__LM__.042_10935","SF__LM__.042_10935","LM12_20","LAME","Merced","Urban","Y2020",7,2.22,34.129,30.001,29.765,30.183,30.091,19.994,16.542,51.444,60.449,59.54,76.442,37.608,44.435,59.618,70.615,68.562,43.611,32.776,0.015,10.97,26.39,36.968,35.007,20.154,12.771
"SF__LM__.042_11884","SF__LM__.042_11884","LM12_20","LAME","Merced","Urban","Y2020",7,2.22,32.978,30.417,28.333,27.6,27.759,19.844,16.332,52.627,60.256,59.336,76.238,-44.298,42.15,61.116,70.587,67.779,43.133,31.033,-80.74,8.269,29.319,39.523,36.557,19.825,11.238
"SF__LM__.042_12917","SF__LM__.042_12917","LM12_20","LAME","Merced","Urban","Y2020",7,2,34.988,29.455,28.204,33.631,35.219,22.087,17.747,52.189,55.158,53.912,70.814,46.129,43.337,58.694,65.251,62.585,36.37,-41.998,8.13,10.872,27.479,28.61,24.355,11.273,-62.755
"SF__LM__.042_14097","SF__LM__.042_14097","LM12_20","LAME","Merced","Urban","Y2020",7,1.92,33.067,28.819,27.792,27.953,27.7,18.902,15.86,47.816,55.768,54.78,71.682,37.455,44.251,58.171,66.289,64.215,39.474,27.74,1.555,12.599,27.546,35.503,33.681,17.739,9.046
"SF__LM__.051_00785","SF__LM__.051_00785","LM14_20","LAME","Merced","Urban","Y2020",5,1.54,27.734,26.085,26.688,33.442,29.694,18.484,15.41,NA,60.967,59.957,73.937,-47.221,42.838,62.204,71.067,61.41,42.402,29.525,-76.829,14.878,33.64,35.751,29.84,22.043,12.241
"SF__LM__.051_02582","SF__LM__.051_02582","LM14_20","LAME","Merced","Urban","Y2020",5,1.68,26.804,25.162,25.95,31.088,26.226,14.681,12.258,56.714,59.524,58.527,72.507,35.07,39.886,61.383,68.894,61.169,44.077,31.886,6.012,12.471,33.18,35.553,32.69,27.142,17.375
"SF__LM__.051_03929","SF__LM__.051_03929","LM14_20","LAME","Merced","Urban","Y2020",5,1.96,31.494,27.902,25.271,27.657,22.59,9.796,17.011,58.187,62.722,61.759,75.739,38.232,44.811,62.75,71.458,64.697,48.623,29.493,3.816,13.987,34.557,40.878,39.184,35.904,9.56
"SF__LM__.051_05609","SF__LM__.051_05609","LM14_20","LAME","Merced","Urban","Y2020",5,1.9,26.275,22.258,22.853,27.978,21.595,8.989,6.51,53.959,64.796,63.853,77.833,-47.221,51.362,65.381,73.51,67.38,50.765,35.236,-76.283,26.316,39.741,42.745,42.998,38.988,25.939
"SF__LM__.051_06938","SF__LM__.051_06938","LM14_20","LAME","Merced","Urban","Y2020",5,1.52,34.491,31.092,29.988,32.318,27.64,18.211,15.064,46.582,62.506,61.538,75.518,-47.221,44.579,65.766,71.636,66.736,46.174,31.581,-83.53,11.669,33.959,37.499,37.277,26.144,14.698
"SF__LM__.051_09883","SF__LM__.051_09883","LM14_20","LAME","Merced","Urban","Y2020",5,1.54,30.63,26.03,25.506,27.895,20.197,20.102,16.37,55.709,60.9,59.938,73.917,-47.221,46.788,63.064,70.415,64.306,44.3,28.792,-79.725,18.883,35.683,40.645,42.233,22.324,10.547
"SF__LM__.051_11410","SF__LM__.051_11410","LM14_20","LAME","Merced","Urban","Y2020",5,1.36,28.724,26.463,26.767,29.647,26.409,20.795,13.544,43.622,57.986,57.006,70.986,-47.221,40.28,60.163,68.19,61.549,43.579,30.658,-77.28,12.482,32.061,37.207,33.804,21.449,15.778
"SF__LM__.053_03378","SF__LM__.053_03378","LM15_20","LAME","Merced","Urban","Y2020",6,1.68,32.355,30.003,30.256,32.113,22.973,19.027,13.135,57.475,51.381,49.977,65.54,-45.637,-45.737,55.897,62.111,49.539,32.881,16.066,-80.245,-77.994,23.388,27.745,24.312,11.601,0.678
"SF__LM__.053_01795","SF__LM__.053_01795","LM15_20","LAME","Merced","Urban","Y2020",6,1.46,30.853,28.68,29.238,30.816,22.236,17.874,11.357,60.053,50.624,49.208,64.771,40.17,38.9,60.221,59.671,44.424,32.514,-43.337,7.673,8.577,29.339,27.212,20.545,12.996,-56.337
"SF__LM__.053_04516","SF__LM__.053_04516","LM15_20","LAME","Merced","Urban","Y2020",6,1.16,29.423,27.246,27.77,30.662,22.87,18.695,11.017,46.968,52.273,51.015,66.578,39.36,40.265,64.46,59.189,53.282,-44.337,-43.337,9.292,12.375,36.045,27.882,29.767,-63.677,-54.999
"SF__LM__.053_08418","SF__LM__.053_08418","LM15_20","LAME","Merced","Urban","Y2020",6,1.48,31.713,28.868,27.414,31.505,21.451,15.61,7.714,56.953,55.364,54.22,69.783,37.227,34.011,64.433,64.494,58.692,36.803,21.304,3.812,3.44,35.316,31.287,35.537,19.491,11.887
"SF__LM__.055_00820","SF__LM__.055_00820","LM16_20","LAME","Merced","Urban","Y2020",6,1.92,40.208,36.959,35.124,37.028,32.06,35.556,27.986,NA,58.37,56.983,72.546,-45.637,42.643,56.302,69.044,59.007,-44.337,-43.337,-88.678,2.85,18.344,29.183,24.114,-82.726,-74.156
"SF__LM__.056_01254","SF__LM__.056_01254","LM16_20","LAME","Merced","Urban","Y2020",6,1.88,28.472,25.859,24.296,25.087,15.912,14.137,10.109,51.996,60.028,59.032,74.595,-45.637,41.374,59.801,71.193,59.863,48.01,19.718,-76.85,12.773,32.763,43.365,41.21,31.132,6.868
"SF__LM__.056_01877","SF__LM__.056_01877","LM16_20","LAME","Merced","Urban","Y2020",6,2.02,30.53,28.122,25.743,25.174,26.931,35.208,20.376,51.85,59.58,58.562,74.125,34.14,41.269,58.176,70.418,59.958,-44.337,-43.337,0.556,10.094,29.379,42.19,29.973,-82.599,-66.767
"SF__LM__.056_04802","SF__LM__.056_04802","LM16_20","LAME","Merced","Urban","Y2020",6,1.56,34.126,31.435,29.74,31.322,28.495,35.235,26.606,54.397,62.478,61.42,76.983,36.351,43.252,68.882,73.34,63.552,-44.337,-43.337,0.293,9.886,37.211,40.087,33.125,-81.503,-71.874
"SF__LM__.056_05711","SF__LM__.056_05711","LM16_20","LAME","Merced","Urban","Y2020",6,1.56,38.133,34.232,33.889,35.815,29.576,35.013,24.691,56.628,61.177,60.063,75.626,38.535,46.9,64.331,72.664,62.577,48.493,-43.337,-1.53,10.737,28.511,34.917,31.07,11.549,-69.96
"SF__LM__.056_06356","SF__LM__.056_06356","LM16_20","LAME","Merced","Urban","Y2020",6,1.84,29.927,28.308,28.125,26.89,17.028,12.696,7.653,55.296,62.211,61.226,76.789,-45.637,47.285,62.053,73.367,63.213,53.014,28.358,-78.212,16.328,31.28,43.829,43.537,37.669,18.056
"SF__LM__.056_07035","SF__LM__.056_07035","LM16_20","LAME","Merced","Urban","Y2020",6,1.88,30.829,29.395,28.761,28.141,21.643,18.287,10.582,52.878,62.224,61.217,76.78,39.238,43.686,61.531,73.483,60.612,52.054,40.269,5.668,11.549,30.028,42.6,36.228,31.025,26.946
"SF__LM__.056_07847","SF__LM__.056_07847","LM16_20","LAME","Merced","Urban","Y2020",6,1.92,36.199,32.281,30.766,30.785,26.104,34.094,23.843,54.159,59.612,58.519,74.082,41.633,46.552,60.904,70.134,61.937,44.695,-43.337,2.601,11.438,27.305,36.516,33,7.768,-70.013
"SF__LM__.056_10077","SF__LM__.056_10077","LM16_20","LAME","Merced","Urban","Y2020",6,2.02,39.186,35.704,33.669,34.396,30.448,38.595,26.499,55.835,63.33,62.239,77.802,45.126,50.518,61.499,74.112,63.461,-44.337,-43.337,2.887,11.761,24.776,36.663,29.959,-85.986,-72.889
"SF__LM__.057_00147","SF__LM__.057_00147","LM16_20","LAME","Merced","Urban","Y2020",6,2.02,31.739,29.383,28.568,28.622,18.078,11.61,6.635,NA,63.639,62.666,78.229,-45.637,51.33,63.522,74.222,65.453,54.378,29.767,-80.43,18.893,31.901,42.547,44.322,39.714,20.079
"SF__LM__.057_00872","SF__LM__.057_00872","LM16_20","LAME","Merced","Urban","Y2020",6,2.02,36.441,34.539,32.955,32.29,22.603,17.974,10.601,NA,63.988,62.967,78.53,-45.637,46.572,64.542,74.616,64.691,52.058,29.401,-85.132,8.98,28.534,39.272,39.035,31.031,15.746
"SF__LM__.057_01688","SF__LM__.057_01688","LM16_20","LAME","Merced","Urban","Y2020",6,2.1,30.809,28.464,26.709,26.212,17.563,14.637,11.078,56.854,63.667,62.693,78.256,43.942,49.965,62.427,74.239,64.478,55.428,30.032,9.911,18.279,32.496,44.805,43.693,37.568,15.731
"SF__LM__.057_02444","SF__LM__.057_02444","LM16_20","LAME","Merced","Urban","Y2020",6,2.02,34.688,31.848,29.71,29.063,19.779,15.334,7.732,57.035,64.618,63.63,79.193,-45.637,51.298,63.339,75.388,65.455,55.065,32.835,-83.379,16.396,30.575,43.272,42.622,36.678,22.05
"SF__LM__.057_03199","SF__LM__.057_03199","LM16_20","LAME","Merced","Urban","Y2020",6,2,30.413,28.376,26.58,26.222,17.294,14.177,10.673,56.491,62.488,61.509,77.072,36.172,51.253,63.95,72.939,64.266,54.087,28.797,2.748,19.866,34.36,43.707,43.961,36.9,15.113
"SF__LM__.057_03960","SF__LM__.057_03960","LM16_20","LAME","Merced","Urban","Y2020",6,2.08,35.142,32.092,30.065,29.848,20.281,15.887,8.233,53.33,63.496,62.499,78.062,46.159,51.605,63.971,73.847,65.18,53.895,30.844,7.836,16.332,30.726,40.818,41.718,34.827,19.43
"SF__LM__.061_02173","SF__LM__.061_02173","LM18_20","LAME","Merced","Urban","Y2020",5,2.96,27.713,25.512,23.274,24.586,17.059,11.834,5.933,51.355,59.72,58.733,72.712,36.469,40.5,59.174,66.565,59.439,40.062,20.312,4.043,10.275,31.187,37.266,37.667,23.516,9.666
"SF__LM__.061_03118","SF__LM__.061_03118","LM18_20","LAME","Merced","Urban","Y2020",5,2.58,30.032,28.895,26.803,28.716,20.874,16.896,8.275,50.995,60.745,59.75,73.73,-47.221,41.367,58.664,68.579,60.405,43.282,18.203,-81.369,8.356,27.745,35.747,35.415,22.27,5.812
"SF__LM__.062_00591","SF__LM__.062_00591","LM18_20","LAME","Merced","Urban","Y2020",5,2.4,39.554,37.106,35.376,37.048,29.577,29.209,29.535,NA,58.525,57.107,71.086,-47.221,-47.321,58.855,65.824,58.546,-45.921,-44.921,-90.577,-88.228,19.677,24.974,25.167,-78.932,-78.258
"PR__COMW.002_00601","PR__COMW.002_00601","COMW3_20","COMW","Commonweal","Rural","Y2020",16,1.9,27.182,24.195,20.822,18.079,16.43,16.431,17.409,NA,56.357,55.353,79.435,45.822,45.07,62.24,76.142,64.372,50.579,-34.818,15.853,18.087,38.631,55.275,45.155,31.361,-55.014
"PR__COMW.002_01734","PR__COMW.002_01734","COMW3_20","COMW","Commonweal","Rural","Y2020",16,2.02,28.195,25.982,24.027,23.321,20.961,19.838,14.962,45.504,57.016,55.985,80.067,-37.118,-37.218,69.635,75.57,66.443,51.107,-34.818,-68.366,-66.254,42.555,49.195,42.429,28.215,-52.833
"PR__COMW.025_00565","PR__COMW.025_00565","COMW12_20","COMW","Commonweal","Rural","Y2020",9,2.38,21.054,17.607,18.003,22.602,20.23,12.087,8.61,NA,54.832,53.841,72.925,-42.115,46.319,57.87,68.291,58.455,48.338,30.384,-66.935,24.946,36.101,41.923,34.458,32.485,18.009
"PR__COMW.025_01775","PR__COMW.025_01775","COMW12_20","COMW","Commonweal","Rural","Y2020",9,2.42,21.885,18.042,14.326,14.331,11.463,11.217,8.73,38.51,56.467,55.507,74.592,-42.115,46.885,59.045,69.776,61.196,51.127,33.421,-67.838,25.005,40.881,51.607,45.894,36.072,20.853
"PR__COMW.025_05241","PR__COMW.025_05241","COMW12_20","COMW","Commonweal","Rural","Y2020",9,2.36,20.576,16.858,12.05,13.321,8.362,7.534,6.165,37.217,57.889,56.931,76.015,34.279,47.824,58.948,71.484,62.373,51.335,32.687,9.974,27.237,43.169,54.434,50.281,40.072,22.792
"PR__COMW.025_03398","PR__COMW.025_03398","COMW12_20","COMW","Commonweal","Rural","Y2020",9,2.38,20.972,17.224,12.846,9.962,7.829,8.31,6.687,37.141,55.93,54.973,74.057,-42.115,47.312,58.687,69.27,60.964,50.346,32.867,-66.853,26.322,42.076,55.543,49.369,38.27,22.414
"PR__COMW.025_10654","PR__COMW.025_10654","COMW12_20","COMW","Commonweal","Rural","Y2020",9,2.54,22.038,18.357,14.696,13.619,10.83,10.375,8.294,41.571,56.496,55.584,74.669,-42.115,47.924,60.201,68.931,63.491,54.496,35.369,-68.201,25.518,41.456,51.264,48.613,40.072,23.026
"PR__COMW.025_09414","PR__COMW.025_09414","COMW12_20","COMW","Commonweal","Rural","Y2020",9,2.34,21.531,17.496,13.597,11.086,9.314,9.905,8.461,39.365,56.565,55.632,74.717,-42.115,46.25,60.029,69.662,63.208,52.05,34.128,-67.338,25.062,42.739,54.884,50.202,38.452,21.974
"PR__COMW.025_07132","PR__COMW.025_07132","COMW12_20","COMW","Commonweal","Rural","Y2020",9,2.36,21.957,18.495,13.95,12.047,10.625,10.727,7.987,38.81,57.6,56.656,75.741,-42.115,48.021,60.042,70.943,62.973,54.382,35.028,-67.801,25.796,42.363,55.167,48.619,39.926,23.311
"PR__COMW.028_01887","PR__COMW.028_01887","COMW13_20","COMW","Commonweal","Rural","Y2020",8,2.32,20.549,17.467,14.741,13.295,14.836,13.666,11.173,37.213,65.343,64.451,82.513,38.029,44.212,57.318,77.767,71.495,62.389,39.603,13.825,23.09,38.922,60.817,53.004,45.068,24.775
"PR__COMW.028_00601","PR__COMW.028_00601","COMW13_20","COMW","Commonweal","Rural","Y2020",8,2.3,21.996,18.957,17.128,16.369,17.105,16.845,14.414,NA,63.062,62.159,80.221,30.077,43.448,54.625,75.648,68.522,60.822,33.515,4.464,20.874,33.879,55.661,47.8,40.36,15.484
"PR__COMW.030_01300","PR__COMW.030_01300","COMW13_20","COMW","Commonweal","Rural","Y2020",9,2.26,22.588,20.276,16.981,15.142,16.139,12.921,9.272,38.732,55.235,54.296,73.381,34.384,36.439,49.942,69.037,61.052,52.102,23.642,8.255,12.623,29.421,50.354,41.372,35.64,10.829
"PR__COMW.032_00070","PR__COMW.032_00070","COMW14_20","COMW","Commonweal","Rural","Y2020",8,1.94,26.734,23.769,23.446,26.447,27.489,16.369,12.451,NA,55.353,54.333,72.395,41.638,39.139,53.463,68.9,59.135,44.611,24.718,12.026,12.492,27.138,39.575,28.768,25.364,9.389
"PR__COMW.040_05333","PR__COMW.040_05333","COMW16_20","COMW","Commonweal","Rural","Y2020",23,1.82,27.45,24.514,20.819,16.073,12.591,9.459,7.581,43.747,52.339,51.34,78.574,-33.965,-34.065,45.501,75.335,66.914,45.209,30.784,-64.016,-61.181,22.081,56.661,51.722,33.149,20.602
"PR__COMW.040_04358","PR__COMW.040_04358","COMW16_20","COMW","Commonweal","Rural","Y2020",23,2.04,27.543,24.586,20.902,16.025,12.505,9.301,7.436,42.465,49.14,48.103,75.338,-33.965,-34.065,42.398,71.164,65.385,46.441,34.338,-64.605,-61.747,18.399,52.042,49.783,34.044,23.805
"PR__COMW.040_01510","PR__COMW.040_01510","COMW16_20","COMW","Commonweal","Rural","Y2020",23,1.52,25.355,22.517,19.104,15.961,14.009,11.707,9.667,41.699,48.179,47.123,74.358,-33.965,-34.065,36.173,72.18,60.728,36.84,-31.665,-61.139,-58.401,15.251,54.401,44.901,23.314,-43.151
"PR__COMW.040_02209","PR__COMW.040_02209","COMW16_20","COMW","Commonweal","Rural","Y2020",23,1.92,25.969,22.741,19.015,14.133,10.762,7.879,6.455,43.095,47.598,46.55,73.785,-33.965,42.516,47.563,70.055,62.994,49.442,46.042,-62.767,16.942,25.714,53.089,49.399,38.731,36.755
"PR__COMW.040_02954","PR__COMW.040_02954","COMW16_20","COMW","Commonweal","Rural","Y2020",23,2.04,26.645,23.654,20.232,16.529,16.009,14.031,11.723,43.353,48.223,47.132,74.367,33.231,32.841,42.187,70.49,63.11,38.708,-31.665,3.49,6.09,18.858,50.864,44.005,21.581,-46.484
"PR__COMW.040_03613","PR__COMW.040_03613","COMW16_20","COMW","Commonweal","Rural","Y2020",23,1.8,26.658,23.102,19.043,14.748,13.426,10.334,8.212,43.116,46.992,45.847,73.082,-33.965,41.463,43.555,70.213,57.956,33.656,37.602,-63.176,15.808,21.959,52.912,41.977,20.77,26.837
"PR__COMW.040_06131","PR__COMW.040_06131","COMW16_20","COMW","Commonweal","Rural","Y2020",23,1.96,25.984,22.735,19.017,14.149,10.771,7.879,6.466,44.843,49.375,48.335,75.569,47.673,45.627,46.765,72.037,63.114,44.877,32.795,18.766,19.97,24.825,54.966,49.42,34.076,23.406
"PR__COMW.040_06974","PR__COMW.040_06974","COMW16_20","COMW","Commonweal","Rural","Y2020",23,1.62,26.549,23.866,19.765,15.106,11.166,7.973,6.441,43.087,50.801,49.791,77.025,-33.965,-34.065,43.061,74.465,64.387,40.708,32.449,-62.61,-60.027,21.201,57.264,51.126,30.64,23.913
"PR__COMW.040_08479","PR__COMW.040_08479","COMW16_20","COMW","Commonweal","Rural","Y2020",23,2.06,26.144,23.186,19.162,14.256,10.497,7.227,5.98,42.59,55.341,54.373,81.608,43.532,34.228,51.97,77.848,69.258,48.966,30.908,14.249,7.904,29.669,60.453,55.623,38.6,21.789
"PR__COMW.040_09567","PR__COMW.040_09567","COMW16_20","COMW","Commonweal","Rural","Y2020",23,2.06,25.933,22.602,18.8,14.716,14.22,13.524,25.972,45.672,50.8,49.813,77.048,-33.965,39.693,48.787,72.989,66.377,45.266,-31.665,-63.037,13.952,26.849,55.134,49.019,28.604,-60.776
